,abstract,date,headline,id,lead_paragraph,section,source,url,word_count
177,The Red Cross in China seems like any other humanitarian group. But there is one crucial difference: it is funded and directed by the Chinese Communist Party.,2020-04-28,Coronavirus Diplomacy: How China’s Red Cross Serves the Communist Party,nyt://article/afb8cbce-384f-56da-a38f-ed5990b37dd9,"Donations flooded in to fight the virus devastating the city of Wuhan, and the ruling Communist Party directed them to a group it could trust: the Chinese Red Cross.",World,The New York Times,https://www.nytimes.com/2020/04/28/world/asia/coronavirus-china-red-cross.html,2170
178,The magazine’s Ethicist columnist on whether you’re helping more people by having goods delivered or by going to the store yourself — and more.,2020-04-28,"Amid Covid-19, Should I Shop for Myself or Opt for Delivery?",nyt://article/ec60c4b3-2e00-51d2-bc5d-f7e3d731163b,"In this time of lockdown, is it more ethical to order necessary items for delivery or to go get them myself? There are risks to others in both scenarios — whether to the workers or myself and my family. Is ordering for delivery helping to provide work for the delivery people or burdening that system by taking time away from those at higher risk than me? Anne, Boston",Magazine,The New York Times,https://www.nytimes.com/2020/04/28/magazine/coronavirus-amid-covid-19-should-i-do-my-own-shopping-or-have-stuff-delivered.html,1369
179,The shift from in-person visits to telehealth appointments could be here to stay.,2020-04-28,Prenatal Care May Look Very Different After Coronavirus,nyt://article/039025f8-954b-5225-a67d-19d99f1b93cc,"At the beginning of my second trimester in late March, I was contacted by my obstetrician’s office and was told to come alone for my next ultrasound. At the appointment I learned that my next appointment would be almost two months later. I was incensed.",Parenting,The New York Times,https://www.nytimes.com/2020/04/28/parenting/pregnancy/coronavirus-prenatal-care.html,1513
180,"Under strict lockdown measures, asylum seekers and migrants on the streets of Brussels increasingly rely on residents for survival.",2020-04-28,‘I Could Be One of Them’: Belgians Help Migrants Amid Coronavirus,nyt://article/bd9824f7-c030-5ace-a078-89b6701ee78c,"BRUSSELS — When Belgium went into lockdown in mid-March because of the coronavirus pandemic, the authorities emptied half of the country’s migrant detention centers to help prevent the spread of the virus, leaving hundreds of people without a home.",World,The New York Times,https://www.nytimes.com/2020/04/28/world/europe/belgium-migrants-coronavirus.html,1265
181,"Dr. Anthony S. Fauci, the director of the National Institute of Allergy and Infectious Diseases, reported optimistic early trial results from a possible Covid-19 treatment.",2020-04-29,"Coronavirus Drug Trial Shows ‘Significant, Positive’ Data, Fauci Says",nyt://video/e6ff54e9-c09d-5e5e-9d49-07902b39ad02,"Dr. Anthony S. Fauci, the director of the National Institute of Allergy and Infectious Diseases, reported optimistic early trial results from a possible Covid-19 treatment.",U.S.,AP,https://www.nytimes.com/video/us/politics/100000007113690/fauci-remdesivir-coronavirus-study.html,0
182,"Fighting fears and travel bans, countries and businesses are trying to rescue summer vacation. At Airbus, signs of trouble emerge.",2020-04-29,"As Coronavirus Deaths Spike, Brazil’s Leader Says, ‘So What?’: Live Updates",nyt://article/9ed3f0c9-dd60-5b13-8e55-d525e0dc8837,This briefing has ended. Read the latest developments in the coronavirus pandemic here.,World,The New York Times,https://www.nytimes.com/2020/04/29/world/coronavirus-news.html,5712
183,Virtual sessions offer the intimacy — and comedy — of seeing patients and therapists in their personal environments.,2020-04-30,"In Psychotherapy, the Toilet Has Become the New Couch",nyt://article/83efad05-c28f-5456-b6d3-fd1bc325bd9b,"Every day since the onset of the coronavirus outbreak, friends and family have been checking in on me — and not just in the general way that we all seem to be checking in on the people we love. They worry that the kind of work I do might make me sick — emotionally, that is.",Opinion,The New York Times,https://www.nytimes.com/2020/04/30/opinion/psychotherapy-remote-covid.html,1084
184,The pandemic threatens to plunge half a billion people into poverty. The U.N. says it has raised just $1 billion of the $90 billion needed to aid poor regions.,2020-04-30,"As Coronavirus Sickens Mexican Workers, U.S. Presses Their Factories to Stay Open",nyt://article/21006da1-d0df-50b1-86c2-6f32bb1541dd,新冠病毒疫情最新消息,World,The New York Times,https://www.nytimes.com/2020/04/30/world/coronavirus-news.html,5855
185,"The tech giant signaled confidence by announcing another big stock buyback, but it declined to forecast sales for the current quarter.",2020-04-30,Apple’s First-Quarter Sales Are Up Despite Coronavirus Slowdown,nyt://article/a8aa66ef-0caf-5c7c-a447-e0dbe33fb915,"The global economy is showing signs of collapse, yet Apple said that its sales continued to rise and that it was buying back another $50 billion in stock.",Technology,The New York Times,https://www.nytimes.com/2020/04/30/technology/apple-sales-earnings-coronavirus.html,571
186,"Deaths from COVID-19 in deprived areas of England was more than double that found in well-off locations, with London by far the worst affected, according to official figures released on Friday.",2020-05-01,COVID-19 Death Rate in Deprived Areas in England Double That of Better Off Places: ONS,nyt://article/d595d2af-fc59-559a-b503-ba7c5ea7cd63,"LONDON — Deaths from COVID-19 in deprived areas of England was more than double that found in well-off locations, with London by far the worst affected, according to official figures released on Friday.",World,Reuters,https://www.nytimes.com/reuters/2020/05/01/world/europe/01reuters-health-coronavirus-britain-deprived.html,208
187,A devoted Yankees fan fell in love with the Washington Nationals. But Dr. Anthony S. Fauci concedes it’s going to be a while before he goes to another game.,2020-05-01,"Fauci, Leading Fight Against Coronavirus, Misses Baseball, Too",nyt://article/56a08bb9-5e68-5fa9-b797-5debd9718a90,"Dr. Anthony S. Fauci, the federal government’s top infectious disease expert, spends 19-hour days helping to lead the fight against the coronavirus.",Sports,The New York Times,https://www.nytimes.com/2020/05/01/sports/baseball/coronavirus-fauci-baseball-running.html,1011
188,Denver Broncos star linebacker Von Miller tweeted Thursday night that he tested negative for the coronavirus two weeks after announcing he had been diagnosed with COVID-19.,2020-05-01,Broncos' Von Miller Says He's Recovered From COVID-19,nyt://article/9281a307-3e2f-5393-8ac0-7da2affb76c2,Denver Broncos star linebacker Von Miller tweeted Thursday night that he tested negative for the coronavirus two weeks after announcing he had been diagnosed with COVID-19.,Sports,AP,https://www.nytimes.com/aponline/2020/04/30/sports/football/ap-fbn-virus-outbreak-von-miller.html,278
189,"The W.H.O. extends the global health emergency as deaths near 240,000, and our New Delhi correspondent paints a portrait of a fearful city.",2020-05-01,Companies Sell the Blood of Recovered Coronavirus Patients for Exorbitant Prices,nyt://article/240e1964-7a26-55ca-b03f-03ef2463bdec,"Some biotech companies are cashing in on the race to produce coronavirus antibody tests, taking blood samples from people who have been infected and selling them at exorbitant prices.",World,The New York Times,https://www.nytimes.com/2020/05/01/world/coronavirus-news.html,6249
190,"The European Investment Bank (EIB) said on Friday it would boost its cooperation with the World Health Organization (WHO) as it seeks to fight the COVID-19 pandemic around the world, in particular in vulnerable African countries.",2020-05-01,European Investment Bank Joins WHO in Pandemic Help for Africa,nyt://article/6a7826bc-aacb-5cf8-8415-5a328118f6b1,"LONDON — The European Investment Bank (EIB) said on Friday it would boost its cooperation with the World Health Organization (WHO) as it seeks to fight the COVID-19 pandemic around the world, in particular in vulnerable African countries.",U.S.,Reuters,https://www.nytimes.com/reuters/2020/05/01/us/01reuters-health-coronavirus-who-eib.html,200
191,"The project, announced by the C.D.C., will help trace patterns of transmission, investigate outbreaks and map how the virus is evolving, which can affect a cure.",2020-05-01,Labs Across U.S. Join Federal Initiative to Study Coronavirus Genome,nyt://article/4235dd27-0344-57ea-9d97-463910c689b8,"The Centers for Disease Control and Prevention on Thursday announced a national initiative to speed research into how the coronavirus was spreading around the country, bringing together at least 75 public health, academic and commercial institutions studying its genome.",Science,The New York Times,https://www.nytimes.com/2020/04/30/science/coronavirus-genetic-sequencing.html,712
192,"In Wuhan, where the pandemic started, the police have threatened and interrogated grieving relatives. Lawyers have been warned not to help them sue.",2020-05-04,"Coronavirus Survivors Want Answers, and China Is Silencing Them",nyt://article/6ab2cfb6-8587-5e01-a13c-2aa0b17f6cb9,"The text messages to the Chinese activist streamed in from ordinary Wuhan residents, making the same extraordinary request: Help me sue the Chinese government. One said his mother had died from the coronavirus after being turned away from multiple hospitals. Another said her father-in-law had died in quarantine.",World,The New York Times,https://www.nytimes.com/2020/05/04/world/asia/china-coronavirus-answers.html,1414
193,"By some measures, it is winning the race, with four companies already testing their vaccine candidates on humans.",2020-05-04,China’s Coronavirus Vaccine Drive Empowers a Troubled Industry,nyt://article/8292266d-c003-5180-93a7-0d18aa378e1d,"China wants to beat the world in the race to find a coronavirus vaccine — and, by some measures, it is doing just that.",Business Day,The New York Times,https://www.nytimes.com/2020/05/04/business/coronavirus-china-vaccine.html,1411
194,The technique aims to make a person’s cells churn out proteins that will stimulate the body to fight the coronavirus.,2020-05-05,A Coronavirus Vaccine Project Takes a Page From Gene Therapy,nyt://article/e51c0903-62a8-5fcb-9e1d-a31b3d31836e,"Researchers at two Harvard-affiliated hospitals are adapting a proven form of gene therapy to develop a coronavirus vaccine, which they expect to test in people later this year, they announced on Monday.",Health,The New York Times,https://www.nytimes.com/2020/05/04/health/gene-therapy-harvard-coronavirus.html,1014
195,The group had provided President Trump a backdrop for his daily briefings while working to coordinate the government response to the pandemic.,2020-05-06,Administration to Phase Out Coronavirus Task Force,nyt://article/a886ff6e-fd04-5b4a-9798-5fb54e36add4,"WASHINGTON — Despite growing evidence that the pandemic is still raging, administration officials said on Tuesday that they had made so much progress in bringing it under control that they planned to wind down the coronavirus task force in the coming weeks and focus the White House on restarting the economy.",U.S.,The New York Times,https://www.nytimes.com/2020/05/05/us/politics/coronavirus-task-force-trump.html,1388
196,"The streets have suddenly come alive, especially at night, in many areas where social distancing is impossible.",2020-05-06,"As India Loosens Its Strict Lockdown, Coronavirus Deaths Jump Sharply",nyt://article/f869926c-26c7-5de8-8825-7525005354dd,NEW DELHI — Part of India’s success in blunting the spread of the coronavirus had been a fierce lockdown that was zealously obeyed.,World,The New York Times,https://www.nytimes.com/2020/05/06/world/asia/india-coronavirus-lockdown-infections.html,1067
197,"The president’s cure-can’t-be-worse-than-the-disease logic is clear: As bad as the virus may be, the cost of the virtual national lockdown has grown too high.",2020-05-07,Trump’s New Coronavirus Message: Time to Move On to the Economic Recovery,nyt://article/54e6a860-0fd6-5654-8803-da4fc09db0d7,"WASHINGTON — Confronted with America’s worst public health crisis in generations, President Trump declared himself a wartime president. Now he has begun doing what past commanders have done when a war goes badly: Declare victory and go home.",U.S.,The New York Times,https://www.nytimes.com/2020/05/06/us/politics/trump-coronavirus-recovery.html,1446
198,"The Home of the Whopper, Verizon and Amazon are among the relative few that haven’t been afraid to run ads near coverage of the coronavirus.",2020-05-07,News Outlets Want More Advertisers to Act Like Burger King,nyt://article/8c96756a-0e6a-537f-a59b-e30d1efcb6eb,"Most companies regularly take steps to make sure their ads don’t run near headlines that could upset potential customers. So news organizations weren’t surprised when advertisers canceled campaigns in recent weeks or demanded that their ads be placed far from coverage of the coronavirus pandemic, costing publishers significant revenue.",Business Day,The New York Times,https://www.nytimes.com/2020/05/07/business/media/advertising-coronavirus-news.html,1018
199,"As the economy melts down, embattled conservatives are testing a political response: saying Democratic climate policies would bring similar pain.",2020-05-08,G.O.P. Coronavirus Message: Economic Crisis Is a Green New Deal Preview,nyt://article/6e7574af-5a66-5562-899e-dd780734e14f,"WASHINGTON — The coronavirus and the struggle to contain it has tanked the economy, shuttered thousands of businesses and thrown more than 30 million people out of work. As President Trump struggles for a political response, Republicans and their allies have seized on an answer: attacking climate change policies.",Climate,The New York Times,https://www.nytimes.com/2020/05/07/climate/coronavirus-republicans-climate-change.html,1319
